Depth,Temperature,FCond,  Depth ft
30.486,24.849,811.96,100.021
30.536,24.8414,811.175,100.185
30.586,24.8672,811.625,100.349
30.636,24.8328,810.584,100.513
30.686,24.8733,809.403,100.677
30.736,24.8414,811.114,100.841
30.786,24.8605,809.048,101.005
30.836,24.8733,811.289,101.169
30.886,24.8414,812.024,101.333
30.936,24.8797,808.762,101.497
30.986,24.9137,810.954,101.661
31.036,24.8797,811.013,101.825
31.086,24.9339,807.81,101.989
31.136,24.9371,810.357,102.153
31.186,24.9137,809.664,102.317
31.236,24.9339,808.293,102.481
31.286,24.9137,810.66,102.645
31.336,24.9371,808.896,102.809
31.386,24.9137,810.524,102.973
31.436,24.9371,809.198,103.137
31.486,24.9542,810.811,103.301
31.536,24.9218,811.217,103.465
31.586,24.9371,810.447,103.629
31.636,24.9371,808.234,103.793
31.686,24.94,810.237,103.958
31.736,24.9371,809.585,104.122
31.786,24.9339,810.237,104.286
31.836,24.9563,807.941,104.45
31.886,24.9563,809.617,104.614
31.936,24.9542,809.903,104.778
31.986,24.9563,808.192,104.942
32.036,24.9946,810.19,105.106
32.086,24.9754,810.815,105.27
32.136,25.0138,808.139,105.434
32.186,24.9946,810.912,105.598
32.236,24.9946,812.335,105.762
32.286,24.9946,808.663,105.926
32.336,25.0138,811.361,106.09
32.386,25.0128,812.065,106.254
32.436,25.0138,811.318,106.418
32.486,25.031,811.776,106.582
32.536,25.031,810.727,106.746
32.586,25.0492,811,106.91
32.636,25.0466,810.683,107.074
32.686,25.0521,810.299,107.238
32.736,25.0674,811.974,107.402
32.786,25.0521,810.913,107.566
32.836,25.0521,811.974,107.73
32.886,25.0674,809.096,107.895
32.936,25.0813,810.64,108.059
32.986,25.0521,813.352,108.223
33.036,25.0712,810.245,108.387
33.086,25.0856,812.507,108.551
33.136,25.0674,811.967,108.715
33.186,25.0904,812.834,108.879
33.236,25.0904,813.331,109.043
33.286,25.122,813.331,109.207
33.336,25.0904,812.157,109.371
33.386,25.1095,810.729,109.535
33.436,25.1287,813.287,109.699
33.486,25.1095,812.663,109.863
33.536,25.1095,813.287,110.027
33.586,25.122,810.396,110.191
33.636,25.1095,812.707,110.355
33.686,25.1287,813.867,110.519
33.736,25.1287,813.242,110.683
33.786,25.1287,813.242,110.847
33.836,25.1402,810.928,111.011
33.886,25.1479,812.665,111.175
33.936,25.1479,813.199,111.339
33.986,25.1584,813.199,111.503
34.036,25.167,812.623,111.667
34.086,25.167,812.865,111.832
34.136,25.167,810.262,111.996
34.186,25.1948,812.575,112.16
34.236,25.1862,811.165,112.324
34.286,25.2053,811.952,112.488
34.336,25.1968,811.619,112.652
34.386,25.1862,810.033,112.816
34.436,25.2053,812.531,112.98
34.486,25.1766,812.198,113.144
34.536,25.1862,812.031,113.308
34.586,25.1948,809.642,113.472
34.636,25.1948,811.44,113.636
34.686,25.1948,811.715,113.8
34.736,25.1948,811.715,113.964
