     Depth,PVelocity,SVelocity
34.365,6704.26,3731.34
34.465,6704.26,3676.47
34.565,6858.97,3676.47
34.665,7021,3676.47
34.765,7021,3676.47
34.865,7249.32,3676.47
34.965,7249.32,3623.19
35.065,7430.56,3571.43
35.165,7430.56,3571.43
35.265,7430.56,3571.43
35.365,7621.08,3571.43
35.465,7821.64,3623.19
35.565,7821.64,3623.19
35.665,8033.03,3571.43
35.765,8033.03,3571.43
35.865,8256.17,3571.43
35.965,8256.17,3571.43
36.065,8256.17,3623.19
36.165,8256.17,3571.43
36.265,8256.17,3623.19
36.365,8492.06,3623.19
36.465,8256.17,3623.19
36.565,8256.17,3623.19
36.665,8256.17,3676.47
36.765,7621.08,3676.47
36.865,7621.08,3676.47
36.965,7249.32,3731.34
37.065,7021,3684.57
37.165,6704.26,3684.57
37.265,6556.37,3639.46
37.365,6556.37,3595.43
37.465,6279.34,3552.46
37.565,6279.34,3510.5
37.665,6279.34,3469.52
37.765,6279.34,3469.52
37.865,6279.34,3469.52
37.965,6279.34,3469.52
38.065,6279.34,3469.52
38.165,6149.43,3469.52
38.265,6149.43,3469.52
38.365,6149.43,3469.52
38.465,6149.43,3469.52
38.565,6149.43,3510.5
38.665,6149.43,3510.5
38.765,6279.34,3552.46
38.865,6414.87,3552.46
38.965,6414.87,3552.46
39.065,6414.87,3595.43
39.165,6556.37,3595.43
39.265,6556.37,3730.82
39.365,6556.37,3730.82
39.465,6556.37,3730.82
39.565,6556.37,3730.82
39.665,6556.37,3730.82
39.765,6556.37,3730.82
39.865,6556.37,3730.82
39.965,6556.37,3730.82
40.065,6556.37,3730.82
40.165,6414.87,3730.82
40.265,6414.87,3730.82
40.365,6414.87,3730.82
40.465,6414.87,3684.57
40.565,6414.87,3684.57
40.665,6414.87,3684.57
40.765,6414.87,3684.57
40.865,6414.87,3684.57
40.965,6414.87,3639.46
41.065,6279.34,3639.46
41.165,6279.34,3639.46
41.265,6279.34,3639.46
41.365,6279.34,3639.46
41.465,6279.34,3639.46
41.565,6279.34,3639.46
41.665,6279.34,3595.43
41.765,6279.34,3552.46
41.865,6279.34,3521.13
41.965,6279.34,3521.13
42.065,6279.34,3521.13
42.165,6279.34,3521.13
42.265,6279.34,3571.43
42.365,6279.34,3571.43
42.465,6279.34,3571.43
42.565,6149.43,3623.19
42.665,6149.43,3623.19
42.765,6149.43,3623.19
42.865,6149.43,3623.19
42.965,6149.43,3676.47
43.065,6149.43,3676.47
43.165,6149.43,3731.34
43.265,6149.43,3787.88
43.365,6024.77,3787.88
43.465,6024.77,3787.88
43.565,6024.77,3731.34
43.665,6024.77,3676.47
43.765,6024.77,3623.19
43.865,6024.77,3571.43
43.965,6024.77,3521.13
44.065,6024.77,3552.46
44.165,6024.77,3552.46
44.265,6024.77,3510.5
44.365,6024.77,3469.52
44.465,6024.77,3469.52
44.565,6024.77,3416.35
44.665,6024.77,3416.35
44.765,6024.77,3377.53
44.865,5866.23,3377.53
44.965,6024.77,3377.53
45.065,6024.77,3377.53
45.165,6024.77,3416.35
45.265,6149.43,3416.35
45.365,6279.34,3416.35
45.465,6279.34,3416.35
45.565,6414.87,3377.53
45.665,6556.37,3377.53
45.765,6556.37,3339.58
45.865,6556.37,3339.58
45.965,6704.26,3339.58
46.065,6704.26,3302.47
46.165,7021,3302.47
46.265,7021,3302.47
46.365,7249.32,3302.47
46.465,7249.32,3424.66
46.565,7430.56,3472.22
46.665,7430.56,3472.22
46.765,7430.56,3472.22
46.865,7430.56,3424.66
46.965,7430.56,3416.35
47.065,7430.56,3416.35
47.165,7430.56,3416.35
47.265,7021,3302.47
47.365,6704.26,3302.47
47.465,6704.26,3266.18
47.565,6704.26,3266.18
47.665,6704.26,3266.18
47.765,6556.37,3266.18
47.865,6556.37,3266.18
47.965,6414.87,3266.18
48.065,6279.34,3266.18
48.165,6279.34,3266.18
48.265,6279.34,3266.18
48.365,6279.34,3266.18
48.465,6414.87,3266.18
48.565,6556.37,3266.18
48.665,6704.26,3266.18
48.765,6858.97,3266.18
48.865,6858.97,3266.18
48.965,7249.32,3266.18
49.065,7249.32,3266.18
49.165,7249.32,3302.47
49.265,7249.32,3302.47
49.365,7021,3339.58
49.465,7021,3339.58
49.565,6858.97,3377.53
49.665,6858.97,3377.53
49.765,6858.97,3377.53
49.865,6858.97,3377.53
49.965,6858.97,3377.53
50.065,6858.97,3377.53
50.165,6858.97,3416.35
50.265,6858.97,3416.35
50.365,6858.97,3416.35
50.465,6858.97,3416.35
50.565,6704.26,3416.35
50.665,6556.37,3416.35
50.765,6556.37,3339.58
50.865,6556.37,3339.58
50.965,6556.37,3339.58
51.065,6556.37,3339.58
51.165,6556.37,3339.58
51.265,6414.87,3339.58
51.365,6414.87,3339.58
51.465,6414.87,3377.53
51.565,6414.87,3377.53
51.665,6414.87,3377.53
51.765,6414.87,3377.53
51.865,6414.87,3377.53
51.965,6414.87,3377.53
52.065,6704.26,3469.52
52.165,6704.26,3510.5
52.265,6704.26,3510.5
52.365,6704.26,3552.46
52.465,6704.26,3552.46
52.565,6704.26,3552.46
52.665,6704.26,3552.46
52.765,6556.37,3552.46
52.865,6556.37,3595.43
52.965,6556.37,3639.46
53.065,6556.37,3639.46
53.165,6556.37,3684.57
53.265,6704.26,3730.82
53.365,6858.97,3730.82
53.465,6858.97,3730.82
53.565,6858.97,3730.82
53.665,6858.97,3730.82
53.765,7021,3684.57
53.865,7021,3684.57
53.965,7021,3684.57
54.065,7021,3684.57
54.165,7021,3684.57
54.265,7021,3684.57
54.365,7021,3684.57
54.465,6858.97,3684.57
54.565,6704.26,3684.57
54.665,6704.26,3684.57
54.765,6704.26,3684.57
54.865,6704.26,3684.57
54.965,6704.26,3639.46
55.065,6704.26,3552.46
55.165,6556.37,3510.5
55.265,6556.37,3469.52
55.365,6556.37,3469.52
55.465,6279.34,3416.35
55.565,6149.43,3416.35
55.665,6024.77,3416.35
55.765,6024.77,3416.35
55.865,6024.77,3416.35
55.965,6024.77,3416.35
