     Depth,PVelocity,SVelocity
50.04,6110.79,3347.93
50.14,6110.79,3347.93
50.24,6110.79,3347.93
50.34,6110.79,3347.93
50.44,6110.79,3347.93
50.54,6110.79,3295.35
50.64,6110.79,3244.39
50.74,6110.79,3244.39
50.84,6110.79,3244.39
50.94,6110.79,3244.39
51.04,6110.79,3244.39
51.14,6110.79,3244.39
51.24,6110.79,3347.93
51.34,6110.79,3347.93
51.44,6110.79,3347.93
51.54,6110.79,3347.93
51.64,6110.79,3347.93
51.74,6110.79,3347.93
51.84,6110.79,3347.93
51.94,6110.79,3347.93
52.04,6110.79,3347.93
52.14,6110.79,3347.93
52.24,6488.78,3347.93
52.34,6488.78,3347.93
52.44,6488.78,3347.93
52.54,6916.61,3347.93
52.64,6916.61,3420.72
52.74,6695.87,3420.72
52.84,6695.87,3420.72
52.94,6695.87,3477.41
53.04,6695.87,3477.41
53.14,6488.78,3536.02
53.24,6488.78,3536.02
53.34,6488.78,3536.02
53.44,6488.78,3536.02
53.54,6488.78,3536.02
53.64,6294.12,3536.02
53.74,6294.12,3536.02
53.84,6294.12,3536.02
53.94,6294.12,3536.02
54.04,6488.78,3536.02
54.14,6488.78,3596.64
54.24,6695.87,3596.64
54.34,6695.87,3596.64
54.44,6695.87,3596.64
54.54,6695.87,3596.64
54.64,6695.87,3596.64
54.74,6916.61,3596.64
54.84,6916.61,3596.64
54.94,6916.61,3596.64
55.04,6916.61,3536.02
55.14,6916.61,3536.02
55.24,6916.61,3536.02
55.34,6916.61,3536.02
55.44,6916.61,3536.02
55.54,6916.61,3659.37
55.64,6916.61,3659.37
55.74,6916.61,3659.37
55.84,6916.61,3596.64
55.94,6916.61,3596.64
56.04,6916.61,3596.64
56.14,6916.61,3596.64
56.24,6916.61,3596.64
56.34,7152.41,3596.64
56.44,7152.41,3596.64
56.54,7675.75,3596.64
56.64,7675.75,3536.02
56.74,7675.75,3536.02
56.84,7675.75,3536.02
56.94,7675.75,3536.02
57.04,7675.75,3536.02
57.14,7675.75,3536.02
57.24,7675.75,3536.02
57.34,7675.75,3536.02
57.44,7675.75,3536.02
57.54,7675.75,3536.02
57.64,7675.75,3536.02
57.74,7675.75,3536.02
57.84,7675.75,3536.02
57.94,7675.75,3536.02
58.04,7675.75,3536.02
58.14,7404.84,3536.02
58.24,7404.84,3596.64
58.34,7404.84,3596.64
58.44,7404.84,3659.37
58.54,7404.84,3724.33
58.64,7404.84,3791.64
58.74,7404.84,3791.64
58.84,7404.84,3791.64
58.94,7404.84,3724.33
59.04,7404.84,3724.33
59.14,7404.84,3596.64
59.24,7404.84,3536.02
59.34,7404.84,3420.72
59.44,7404.84,3420.72
59.54,7404.84,3420.72
59.64,7404.84,3420.72
59.74,7404.84,3420.72
59.84,7404.84,3420.72
59.94,7404.84,3420.72
60.04,7404.84,3420.72
60.14,7404.84,3420.72
60.24,7404.84,3420.72
60.34,7404.84,3420.72
60.44,7404.84,3420.72
60.54,7404.84,3420.72
60.64,7152.41,3420.72
60.74,7152.41,3420.72
60.84,7152.41,3347.93
60.94,7152.41,3347.93
61.04,7152.41,3347.93
61.14,6916.61,3347.93
61.24,6916.61,3347.93
61.34,6916.61,3347.93
61.44,6916.61,3347.93
61.54,6916.61,3420.72
61.64,6916.61,3420.72
61.74,6916.61,3420.72
61.84,6916.61,3420.72
61.94,6916.61,3420.72
62.04,6916.61,3420.72
62.14,6916.61,3420.72
62.24,6916.61,3477.41
62.34,6916.61,3477.41
62.44,6916.61,3536.02
62.54,6916.61,3596.64
62.64,6916.61,3596.64
62.74,7152.41,3596.64
62.84,7152.41,3596.64
62.94,7152.41,3724.33
63.04,7152.41,3724.33
63.14,7152.41,3724.33
63.24,6916.61,3791.64
63.34,6916.61,3791.64
63.44,6916.61,3791.64
63.54,6916.61,3791.64
63.64,6916.61,3791.64
63.74,6916.61,3791.64
63.84,6695.87,3791.64
63.94,6695.87,3791.64
64.04,6695.87,3791.64
64.14,6695.87,3861.42
64.24,6695.87,3861.42
64.34,6916.61,3861.42
64.44,6916.61,3791.64
64.54,6916.61,3791.64
64.64,7152.41,3791.64
64.74,7152.41,3791.64
64.84,7152.41,3791.64
64.94,7152.41,3659.37
65.04,7152.41,3659.37
65.14,7404.84,3596.64
65.24,7404.84,3596.64
65.34,7404.84,3596.64
65.44,7675.75,3536.02
65.54,8069.38,3536.02
65.64,7675.75,3536.02
65.74,7675.75,3536.02
65.84,7675.75,3536.02
65.94,7675.75,3536.02
66.04,7675.75,3536.02
66.14,7675.75,3596.64
66.24,7675.75,3596.64
66.34,7675.75,3596.64
66.44,7675.75,3596.64
66.54,7675.75,3596.64
66.64,7675.75,3596.64
66.74,7675.75,3596.64
66.84,7675.75,3596.64
66.94,7675.75,3596.64
67.04,7675.75,3596.64
67.14,7675.75,3596.64
67.24,7675.75,3596.64
67.34,7675.75,3596.64
67.44,7675.75,3596.64
67.54,7675.75,3659.37
